Name,Year,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,worldwide_gross
veteran,2015,1200627.0,1.3,93192393.0,98.7,94393020.0
in the heart of the sea,2015,25020758.0,26.5,69300000.0,73.5,94320758.0
kill zone 2,2015,11998.0,0.0,93626360.0,100.0,93638358.0
southpaw,2015,52421953.0,57.0,39548874.0,43.0,91970827.0
the second best exotic marigold hotel,2015,33078266.0,38.5,52900000.0,61.5,85978266.0
paper towns,2015,32000304.0,37.4,53511996.0,62.6,85512300.0
sicario,2015,46889293.0,55.2,37983151.0,44.8,84872444.0
our times,2015,,,83867493.0,,83867493.0
suck me shakespeer 2,2015,,,83027924.0,,83027924.0
hitman: agent 47,2015,22467450.0,27.3,59880206.0,72.7,82347656.0
wolf warrior,2015,,,81411331.0,,81411331.0
go away mr. tumor,2015,286639.0,0.4,80320254.0,99.6,80606893.0
the wedding ringer,2015,64460211.0,80.8,15339669.0,19.2,79799880.0
paranormal activity: the ghost dimension,2015,18300124.0,23.2,60603000.0,76.8,78903124.0
the left ear,2015,,,78015473.0,,78015473.0
tiny times 4.0,2015,,,77750000.0,,77750000.0
bajrangi bhaijaan,2015,8178001.0,10.8,67369183.0,89.2,75547184.0
war room,2015,67790117.0,92.5,5477757.0,7.5,73267874.0
the transporter refueled,2015,16029670.0,22.1,56600000.0,77.9,72629670.0
run all night,2015,26461644.0,36.9,45200000.0,63.1,71661644.0
13 hours: the secret soldiers of benghazi,2015,52853219.0,76.1,16558151.0,23.9,69411370.0
running man,2015,310978.0,0.5,68471497.0,99.5,68782475.0
a violent prosecutor,2015,,,66736633.0,,66736633.0
the age of adaline,2015,42629776.0,64.9,23033500.0,35.1,65663276.0
monk comes down the mountain,2015,,,64455686.0,,64455686.0
zhongkui: snow girl and the dark crystal,2015,165428.0,0.3,64160519.0,99.7,64325947.0
the danish girl,2015,11114018.0,17.3,53077505.0,82.7,64191523.0
the boy,2015,35819556.0,55.8,28368811.0,44.2,64188367.0
the hundred regiments offensive,2015,,,63230000.0,,63230000.0
the longest ride,2015,37446117.0,59.5,25498698.0,40.5,62944815.0
unfriended,2015,32482090.0,51.7,30400000.0,48.3,62882090.0
brooklyn,2015,38322743.0,61.7,23753398.0,38.3,62076141.0
dragon ball z: resurrection 'f',2015,8008363.0,13.0,53759827.0,87.0,61768190.0
woman in gold,2015,33307793.0,54.1,28311980.0,45.9,61619773.0
krampus,2015,42725475.0,69.4,18823232.0,30.6,61548707.0
the perfect guy,2015,57027435.0,94.6,3245738.0,5.4,60273173.0
forever young,2015,149761.0,0.2,59832141.0,99.8,59981902.0
miss granny,2015,234573.0,0.4,59161738.0,99.6,59396311.0
the gift,2015,43787265.0,74.2,15191388.0,25.8,58978653.0
you are my sunshine,2015,,,56640000.0,,56640000.0
no escape,2015,27288872.0,50.1,27130000.0,49.9,54418872.0
sinister 2,2015,27740955.0,52.0,25588195.0,48.0,53329150.0
detective conan: sunflowers of inferno,2015,,,52920296.0,,52920296.0
prem ratan dhan payo,2015,4364639.0,8.3,48351132.0,91.7,52715771.0
the boy next door,2015,35423380.0,67.6,17002475.0,32.4,52425855.0
the night before,2015,43047372.0,82.2,9348624.0,17.8,52395996.0
hollywood adventures,2015,,,52265070.0,,52265070.0
"yo0kai watch movie: it's the secret of birth, meow!",2015,257343.0,0.5,51581502.0,99.5,51838845.0
hot pursuit,2015,34580201.0,66.9,17100000.0,33.1,51680201.0
the himalayas,2015,696717.0,1.4,49847776.0,98.6,50544493.0
the boy and the beast,2015,490643.0,1.0,49223735.0,99.0,49714378.0
surprise,2015,,,49567466.0,,49567466.0
entourage,2015,32363404.0,65.7,16900000.0,34.3,49263404.0
the woman in black 2: angel of death,2015,26501323.0,54.2,22352982.0,45.8,48854305.0
concussion,2015,34542474.0,71.0,14081098.0,29.0,48623572.0
inside men,2015,,,47616503.0,,47616503.0
the dead end,2015,,,47600000.0,,47600000.0
boonie bears: a mystical winter,2015,,,47581416.0,,47581416.0
mortdecai,2015,7696134.0,16.3,39579561.0,83.7,47275695.0
let's get married,2015,462918.0,1.0,45509806.0,99.0,45972724.0
somewhere only we know,2015,482341.0,1.1,45255370.0,98.9,45737711.0
"mcfarland, usa",2015,44482410.0,97.3,1227649.0,2.7,45710059.0
hero,2015,88675.0,0.2,45476859.0,99.8,45565534.0
still alice,2015,18754371.0,41.9,26024824.0,58.1,44779195.0
max,2015,42656255.0,97.0,1300000.0,3.0,43956255.0
the duff,2015,34030343.0,77.9,9679401.0,22.1,43709744.0
legend,2015,1872994.0,4.4,41100000.0,95.6,42972994.0
the gallows,2015,22764410.0,53.0,20200000.0,47.0,42964410.0
love the coopers,2015,26302731.0,62.0,16124181.0,38.0,42426912.0
the throne,2015,,,42165755.0,,42165755.0
the lady in the van,2015,10021175.0,24.2,31366512.0,75.8,41387687.0
ricki and the flash,2015,26822144.0,64.9,14503184.0,35.1,41325328.0
spanish affair 2,2015,,,40591862.0,,40591862.0
carol,2015,12711491.0,31.6,27560644.0,68.4,40272135.0
northern limit line,2015,337907.0,0.8,39696770.0,99.2,40034677.0
ex0files 2: the backup strikes back,2015,,,39108291.0,,39108291.0
criminal,2015,14708696.0,37.9,24095297.0,62.1,38803993.0
boruto: naruto the movie,2015,919651.0,2.4,37442797.0,97.6,38362448.0
the lazarus effect,2015,25801570.0,67.3,12555322.0,32.7,38356892.0
helios,2015,,,37938005.0,,37938005.0
a walk in the woods,2015,29504281.0,78.8,7956993.0,21.2,37461274.0
ex machina,2015,25442958.0,69.0,11426456.0,31.0,36869414.0
burnt,2015,13651946.0,37.3,22954797.0,62.7,36606743.0
the priests,2015,185093.0,0.5,36392041.0,99.5,36577134.0
the new adventures of aladdin,2015,,,35771820.0,,35771820.0
heidi,2015,,,35755670.0,,35755670.0
room,2015,14677654.0,41.5,20724104.0,58.5,35401758.0
lost and love,2015,188817.0,0.5,34741360.0,99.5,34930177.0
secret in their eyes,2015,20180155.0,57.9,14674835.0,42.1,34854990.0
"dad, where are we going 2",2015,,,34840000.0,,34840000.0
doraemon: nobita no uchû eiyûki,2015,,,34811747.0,,34811747.0
steve jobs,2015,17766658.0,51.6,16675215.0,48.4,34441873.0
victor frankenstein,2015,5775076.0,16.9,28452222.0,83.1,34227298.0
the witness,2015,418063.0,1.2,33545494.0,98.8,33963557.0
project almanac,2015,22348241.0,67.3,10865000.0,32.7,33213241.0
dilwale,2015,4871263.0,15.2,27123060.0,84.8,31994323.0
suffragette,2015,4702420.0,14.7,27269676.0,85.3,31972096.0
self/less,2015,12279691.0,38.6,19527465.0,61.4,31807156.0
saving mr. wu,2015,92696.0,0.3,31129465.0,99.7,31222161.0
attack on titan part 1,2015,449523.0,1.5,30361135.0,98.5,30810658.0
a man called ove,2015,3479315.0,11.3,27213574.0,88.7,30692889.0
far from the madding crowd,2015,12236500.0,40.5,17993477.0,59.5,30229977.0
mr. holmes,2015,17737646.0,60.4,11617557.0,39.6,29355203.0
love & mercy,2015,12551031.0,43.8,16090745.0,56.2,28641776.0
flying colors,2015,,,28525563.0,,28525563.0
triumph in the skies,2015,,,28085162.0,,28085162.0
the 33,2015,12227722.0,43.7,15744301.0,56.3,27972023.0
bride wars,2015,,,27670000.0,,27670000.0
irrational man,2015,4030360.0,14.7,23360724.0,85.3,27391084.0
detective k: secret of the lost island,2015,185367.0,0.7,27202503.0,99.3,27387870.0
to the fore,2015,,,27267799.0,,27267799.0
american ultra,2015,14440985.0,53.0,12821389.0,47.0,27262374.0
orange,2015,,,26261536.0,,26261536.0
aloha,2015,21067116.0,80.3,5182904.0,19.7,26250020.0
huevos: little rooster's egg0cellent adventure,2015,9080818.0,35.1,16811743.0,64.9,25892561.0
dügün dernek 2: sünnet,2015,,,25836668.0,,25836668.0
look who's back,2015,,,25513752.0,,25513752.0
serial teachers 2,2015,,,25364150.0,,25364150.0
wild city,2015,34866.0,0.1,24782986.0,99.9,24817852.0
captain america: civil war,2016,408084349.0,35.4,745211944.0,64.6,1153296293.0
rogue one: a star wars story,2016,532177324.0,50.4,523879949.0,49.6,1056057273.0
finding dory,2016,486295561.0,47.3,542275328.0,52.7,1028570889.0
zootopia,2016,341268248.0,33.3,682515947.0,66.7,1023784195.0
the jungle book,2016,364001123.0,37.7,602549477.0,62.3,966550600.0
the secret life of pets,2016,368623860.0,42.1,507073607.0,57.9,875697467.0
batman v superman: dawn of justice,2016,330360194.0,37.8,544000000.0,62.2,874360194.0
fantastic beasts and where to find them,2016,234037575.0,28.7,582000000.0,71.3,816037575.0
deadpool,2016,363070709.0,46.4,419541446.0,53.6,782612155.0
suicide squad,2016,325100054.0,43.4,424100000.0,56.6,749200054.0
doctor strange,2016,232641920.0,34.3,445076475.0,65.7,677718395.0
moana,2016,248757044.0,38.7,394574067.0,61.3,643331111.0
sing,2016,270395425.0,42.6,363756254.0,57.4,634151679.0
the mermaid,2016,3232685.0,0.6,550577543.0,99.4,553810228.0
x0men: apocalypse,2016,155442489.0,28.6,388491616.0,71.4,543934105.0
kung fu panda 3,2016,143528619.0,27.5,377642206.0,72.5,521170825.0
la la land,2016,151101803.0,33.8,296305892.0,66.2,447407695.0
warcraft,2016,47365290.0,10.8,391683624.0,89.2,439048914.0
jason bourne,2016,162434410.0,39.1,253050504.0,60.9,415484914.0
ice age: collision course,2016,64063008.0,15.7,344516030.0,84.3,408579038.0
independence day: resurgence,2016,103144286.0,26.5,286537649.0,73.5,389681935.0
your name.,2016,5017246.0,1.4,352968841.0,98.6,357986087.0
the legend of tarzan,2016,126643061.0,35.5,230600000.0,64.5,357243061.0
the angry birds movie,2016,107509366.0,30.5,244824563.0,69.5,352333929.0
trolls,2016,153856089.0,44.3,193157398.0,55.7,347013487.0
star trek beyond,2016,158848340.0,46.2,184623476.0,53.8,343471816.0
the great wall,2016,45540830.0,13.6,289393001.0,86.4,334933831.0
now you see me 2,2016,65075540.0,19.4,269822066.0,80.6,334897606.0
the conjuring 2,2016,102470008.0,31.9,218900000.0,68.1,321370008.0
resident evil: the final chapter,2016,26830068.0,8.6,285412558.0,91.4,312242626.0
dangal,2016,12391761.0,4.1,291331875.0,95.9,303723636.0
passengers,2016,100014699.0,33.0,203129453.0,67.0,303144152.0
alice through the looking glass,2016,77041381.0,25.7,222415643.0,74.3,299457024.0
miss peregrine's home for peculiar children,2016,87242834.0,29.4,209239612.0,70.6,296482446.0
teenage mutant ninja turtles: out of the shadows,2016,82051601.0,33.4,163572247.0,66.6,245623848.0
sully,2016,125070033.0,51.3,118800000.0,48.7,243870033.0
assassin's creed,2016,54647948.0,22.7,186049908.0,77.3,240697856.0
hidden figures,2016,169607287.0,71.9,66349611.0,28.1,235956898.0
ghostbusters,2016,128350574.0,56.0,100796935.0,44.0,229147509.0
inferno,2016,34343574.0,15.6,185677685.0,84.4,220021259.0
central intelligence,2016,127440871.0,58.7,89500000.0,41.3,216940871.0
bridget jones's baby,2016,24252420.0,11.4,187700000.0,88.6,211952420.0
me before you,2016,56245075.0,27.0,152200000.0,73.0,208445075.0
london has fallen,2016,62524260.0,30.4,143230187.0,69.6,205754447.0
arrival,2016,100546139.0,49.4,102842047.0,50.6,203388186.0
the bfg,2016,55483770.0,28.4,139759641.0,71.6,195243411.0
the monkey king 2,2016,709982.0,0.4,192968316.0,99.6,193678298.0
bad moms,2016,113257297.0,61.6,70678777.0,38.4,183936074.0
storks,2016,72679278.0,39.6,111000000.0,60.4,183679278.0
from vegas to macau iii,2016,,,181732879.0,,181732879.0
hacksaw ridge,2016,67209615.0,37.2,113354021.0,62.8,180563636.0
allegiant,2016,66184051.0,36.9,113062817.0,63.1,179246868.0
operation mekong,2016,800012.0,0.5,173039060.0,99.5,173839072.0
the girl on the train,2016,75395035.0,43.5,97790824.0,56.5,173185859.0
the huntsman: winter's war,2016,48390190.0,29.3,116599148.0,70.7,164989338.0
the magnificent seven,2016,93432655.0,57.5,68927981.0,42.5,162360636.0
jack reacher: never go back,2016,58697076.0,36.2,103449000.0,63.8,162146076.0
don't breathe,2016,89217875.0,56.6,68543127.0,43.4,157761002.0
the accountant,2016,86260045.0,55.5,69300000.0,44.5,155560045.0
lights out,2016,67268835.0,45.0,82100000.0,55.0,149368835.0
time raiders,2016,,,145819137.0,,145819137.0
pete's dragon,2016,76233151.0,53.1,67462187.0,46.9,143695338.0
sausage party,2016,97685686.0,69.4,43019636.0,30.6,140705322.0
lion,2016,51738905.0,36.9,88574023.0,63.1,140312928.0
skiptrace,2016,,,136579287.0,,136579287.0
mechanic: resurrection,2016,21218403.0,16.9,104511232.0,83.1,125729635.0
deepwater horizon,2016,61433527.0,50.4,60356846.0,49.6,121790373.0
allied,2016,40098064.0,33.5,79421959.0,66.5,119520023.0
i belonged to you,2016,744541.0,0.6,118363039.0,99.4,119107580.0
the shallows,2016,55124043.0,46.3,63976715.0,53.7,119100758.0
the purge: election year,2016,79213375.0,66.8,39374505.0,33.2,118587880.0
why him?,2016,60323786.0,51.1,57778939.0,48.9,118102725.0
book of love,2016,,,114679097.0,,114679097.0
office christmas party,2016,54767494.0,47.8,59733805.0,52.2,114501299.0
how to be single,2016,46843513.0,41.6,65700000.0,58.4,112543513.0
10 cloverfield lane,2016,72082998.0,65.4,38134000.0,34.6,110216998.0
neighbors 2: sorority rising,2016,55455765.0,51.3,52551344.0,48.7,108007109.0
cold war 2,2016,560824.0,0.5,102636677.0,99.5,103197501.0
railroad tigers,2016,218044.0,0.2,101987131.0,99.8,102205175.0
some like it hot,2016,100026.0,0.1,95621726.0,99.9,95721752.0
dirty grandpa,2016,35593113.0,37.8,58479915.0,62.2,94073028.0
ben0hur,2016,26410477.0,28.1,67650834.0,71.9,94061311.0
money monster,2016,41012075.0,44.0,52270529.0,56.0,93282604.0
train to busan,2016,2129768.0,2.3,90612555.0,97.7,92742323.0
my big fat greek wedding 2,2016,59689605.0,65.9,30943036.0,34.1,90632641.0
collateral beauty,2016,31016021.0,35.0,57600000.0,65.0,88616021.0
line walker,2016,,,88228755.0,,88228755.0
sultan,2016,6200000.0,7.1,81080000.0,92.9,87280000.0
war dogs,2016,43034523.0,49.8,43400000.0,50.2,86434523.0
big fish & begonia,2016,,,85409373.0,,85409373.0
nerve,2016,38583626.0,45.3,46667799.0,54.7,85251425.0
leap!,2016,2844490.0,3.4,81352927.0,96.6,84197417.0
ouija: origin of evil,2016,35144505.0,43.0,46561241.0,57.0,81705746.0
underworld: blood wars,2016,30353973.0,37.4,50739340.0,62.6,81093313.0
manchester by the sea,2016,47695371.0,60.4,31292777.0,39.6,78988148.0
the boss,2016,63285885.0,80.3,15558697.0,19.7,78844582.0
shin godzilla,2016,1918403.0,2.5,76029204.0,97.5,77947607.0
mike and dave need wedding dates,2016,46009673.0,59.7,31058573.0,40.3,77068246.0
kubo and the two strings,2016,48023088.0,63.0,28226350.0,37.0,76249438.0
quo vado?,2016,,,75878701.0,,75878701.0
boo! a madea halloween,2016,73206343.0,97.8,1621001.0,2.2,74827344.0
miracles from heaven,2016,61705123.0,83.4,12277880.0,16.6,73983003.0
the nice guys,2016,36261763.0,50.9,35000000.0,49.1,71261763.0
i am not madame bovary,2016,436798.0,0.6,70389409.0,99.4,70826207.0
see you tomorrow,2016,,,70065569.0,,70065569.0
one piece film: gold,2016,423593.0,0.6,65783480.0,99.4,66207073.0
moonlight,2016,27854932.0,42.7,37317679.0,57.3,65172611.0
monster trucks,2016,33370166.0,51.7,31123749.0,48.3,64493915.0
fences,2016,57682904.0,89.5,6731857.0,10.5,64414761.0
"hail, caesar!",2016,30498085.0,47.9,33149571.0,52.1,63647656.0
huo guo ying xiong,2016,779818.0,1.3,57326609.0,98.7,58106427.0
l.o.r.d: legend of ravaging dynasties,2016,350456.0,0.6,57739038.0,99.4,58089494.0
nine lives,2016,19700032.0,34.1,38114413.0,65.9,57814445.0
zoolander 2,2016,28848693.0,50.9,27874000.0,49.1,56722693.0
barbershop: the next cut,2016,54030051.0,97.1,1600000.0,2.9,55630051.0
the age of shadows,2016,541719.0,1.0,53949443.0,99.0,54491162.0
a chinese odyssey: part three,2016,,,53306108.0,,53306108.0
tunnel,2016,568876.0,1.1,51875419.0,98.9,52444295.0
patriots day,2016,31886361.0,61.1,20299390.0,38.9,52185751.0
my beloved bodyguard,2016,,,52165873.0,,52165873.0
the finest hours,2016,27569558.0,52.9,24529532.0,47.1,52099090.0
master,2016,597251.0,1.2,51039164.0,98.8,51636415.0
doraemon the movie: nobita and the birth of japan,2016,,,50939840.0,,50939840.0
the wailing,2016,786633.0,1.6,49065137.0,98.4,49851770.0
two is a family,2016,,,49619118.0,,49619118.0
never gone,2016,96421.0,0.2,48884371.0,99.8,48980792.0
luck0key,2016,466505.0,1.0,48447470.0,99.0,48913975.0
florence foster jenkins,2016,27383770.0,56.0,21519183.0,44.0,48902953.0
mother's day,2016,32492859.0,66.6,16289811.0,33.4,48782670.0
"yo0kai watch movie: it's the secret of birth, meow! 2016 re0release",2016,,,47642462.0,,47642462.0
a monster calls,2016,3740823.0,7.9,43568490.0,92.1,47309313.0
risen,2016,36880033.0,79.4,9552546.0,20.6,46432579.0
eddie the eagle,2016,15789389.0,34.2,30363411.0,65.8,46152800.0
blair witch,2016,20777061.0,46.0,24396093.0,54.0,45173154.0
boonie bears: the big top secret,2016,,,45150390.0,,45150390.0
café society,2016,11103205.0,25.4,32660042.0,74.6,43763247.0
league of gods,2016,181633.0,0.4,43317133.0,99.6,43498766.0
almost christmas,2016,42158780.0,99.0,422140.0,1.0,42580920.0
the witch,2016,25138705.0,62.2,15285240.0,37.8,40423945.0
the wild life,2016,8005586.0,20.0,32069860.0,80.0,40075446.0
love o2o,2016,,,39969537.0,,39969537.0
the forest,2016,26594261.0,67.0,13117739.0,33.0,39712000.0
absolutely fabulous: the movie,2016,4772155.0,12.2,34446954.0,87.8,39219109.0
my mom is a character 2,2016,,,39195565.0,,39195565.0
masterpiece mystery: sherlock: the abominable bride,2016,,,39139204.0,,39139204.0
"crouching tiger, hidden dragon: sword of destiny",2016,,,38659039.0,,38659039.0
hell or high water,2016,27007844.0,71.3,10872033.0,28.7,37879877.0
mission milano,2016,,,37749848.0,,37749848.0
the handmaiden,2016,2006788.0,5.3,35686098.0,94.7,37692886.0
snowden,2016,21587519.0,57.8,15769697.0,42.2,37357216.0
nobunaga concerto: the movie,2016,,,36187594.0,,36187594.0
eye in the sky,2016,18704595.0,53.0,16555058.0,47.0,35259653.0
the tuche family: the american dream,2016,,,35210425.0,,35210425.0
os dez mandamentos 0 o filme,2016,,,31998251.0,,31998251.0
bounty hunters,2016,,,31918573.0,,31918573.0
ae dil hai mushkil,2016,4264983.0,13.5,27403937.0,86.5,31668920.0
assassination classroom: the graduation,2016,,,31352921.0,,31352921.0
perfect strangers,2016,,,31254929.0,,31254929.0
billy lynn's long halftime walk,2016,1738477.0,5.6,29192507.0,94.4,30930984.0
pandora,2016,,,30896701.0,,30896701.0
norm of the north,2016,17062499.0,55.5,13672003.0,44.5,30734502.0
when the bough breaks,2016,29747603.0,97.0,910784.0,3.0,30658387.0
s storm,2016,,,30381402.0,,30381402.0
nocturnal animals,2016,10663357.0,35.2,19648500.0,64.8,30311857.0
a silent voice: the movie,2016,310407.0,1.0,29711252.0,99.0,30021659.0
keeping up with the joneses,2016,14904426.0,49.8,15014319.0,50.2,29918745.0
jackie,2016,13960394.0,46.9,15817383.0,53.1,29777777.0
masterminds,2016,17368022.0,58.5,12306677.0,41.5,29674699.0
flight crew,2016,,,29171110.0,,29171110.0
viking,2016,,,29161298.0,,29161298.0
m.s. dhoni: the untold story,2016,1801550.0,6.2,27101497.0,93.8,28903047.0
fan,2016,2300000.0,8.1,25940000.0,91.9,28240000.0
"yôkai watch: the movie: the flying whale and the grand adventure of the double worlds, meow!",2016,,,28110245.0,,28110245.0
welcome to germany,2016,,,28036021.0,,28036021.0
the brothers grimsby,2016,6874837.0,24.6,21104203.0,75.4,27979040.0
when larry meets mary,2016,,,27863090.0,,27863090.0
yesterday once more,2016,,,27413790.0,,27413790.0
the light between oceans,2016,12545979.0,48.3,13429642.0,51.7,25975621.0
a beautiful planet,2016,15650615.0,60.8,10079505.0,39.2,25730120.0
mr. donkey,2016,356255.0,1.4,25181504.0,98.6,25537759.0
born in china,2016,13873211.0,55.3,11207957.0,44.7,25081168.0
race,2016,19206207.0,76.6,5864054.0,23.4,25070261.0
