,Name,Year,Countries,Genres,Budget(USD),Domestic(USD),Domestic_Percentage,Foreign(USD),Foreign_Percentage,Worldwide(USD),Runtime(mins),Rating,Audience_Score,Critics_Score,plot_summary,release_date
1833,ma,2019,united states of america,"horror, mystery, thriller",5000000,45896028,0.7496805006613441,15324756,0.250319499338656,61220784,99,r,64%,55%,"A lonely middle-aged woman befriends some teenagers and decides to let them party in the basement of her home. But there are some house rules: One of the kids has to stay sober, don't curse, and never go upstairs. They must also refer to her as Ma. But as Ma's hospitality starts to curdle into obsession, what began as a teenage dream turns into a terrorizing nightmare, and Ma's place goes from the best place in town to the worst place on Earth.
            ","May 31, 2019, Wide"
1834,macgruber,2010,united states of america,"parody, action/adventure, action, comedy",10000000,8525600,0.9144798906348296,797295,0.0855201093651703,9322895,90,r,35%,47%,"In the decade since his fiancee was killed, an Army Ranger, Green Beret and Navy SEAL rolled into one (Will Forte) has sworn off fighting crime, preferring instead to rock his mullet as a man of peace. But when his sworn enemy, Dieter Von Cunth, steals a nuclear warhead, only MacGruber and his crack team of experts (Kristen Wiig, Ryan Phillippe) are equal to the task of bringing the villain to justice.
            ","May 21, 2010, Wide"
1835,machete,2010,united states of america,"thriller, crime fiction, adventure, action/adventure, comedy, action",12500000,26593646,0.5734977292905453,19777324,0.4265022707094546,46370970,105,r,63%,70%,"After nearly being killed during a violent fight with a powerful drug lord, a former Mexican Federale known as Machete (Danny Trejo) roams Texas streets as a vigilante and sometime day-laborer. Hired to perform a covert hit, he is double-crossed and forced to go on the run. Machete may be down, but not out, and he carves a path of blood, bullets and broken hearts in his quest to settle the score.
            ","Sep 3, 2010, Wide"
1836,machete kills,2013,united states,action,20000000,8008161,0.4566388815172514,9529025,0.5433611184827486,17537186,107,r,35%,29%,"When the president (Carlos Estevez) of the United States has a mission that would be impossible for just any mortal man, the person he needs is Machete (Danny Trejo), a knife-wielding ex-Federale agent. Machete's mission is to take down Voz (Mel Gibson), a madman revolutionary and an eccentric billionaire arms dealer who has come up with a plot to start a nuclear war. Facing death at every turn from assassins, Machete pulls out all of his skills to get the job done.
            ","Oct 11, 2013, Wide"
1837,machine gun preacher,2011,united states of america,"crime fiction, biographical film, action, drama",30000000,538690,0.1613477142232432,2800000,0.8386522857767568,3338690,129,r,62%,28%,"Sam Childers (Gerard Butler), a former biker, decides to go to East Africa to help repair homes destroyed by civil war. Transformed by the horrors he sees, Sam ignores the warnings of more experienced aide workers and breaks ground for an orphanage in the heart of territory controlled by a brutal renegade militia. But establishing a shelter is not enough; determined to save as many lives as possible, Sam leads armed missions into enemy territory to rescue kidnapped children.
            ","Sep 23, 2011, Limited"
1838,mad hot ballroom,2005,united states of america,"culture & society, dance, biography, indie, musical, music, family film, documentary",500000,8117961,0.891659647110654,986366,0.1083403528893459,9104327,105,pg,83%,84%,"Documentary filmmaker Marilyn Agrelo chronicles the lives of several New York City schoolchildren as they get ready for a dancing competition sponsored by the nonprofit group American Ballroom Theater. As the finals of the competition near, the students -- ranging in age from 10 to 11 and coming from both poor and affluent neighborhoods -- make their transformation from reticent novices to confident contestants versed in the Latin styles of foxtrot, merengue and rumba.
            ","May 13, 2005, Original"
1839,mad max 2: the road warrior,1981,australia,action,2000000,23667907,0.9999597783737696,952,4.022162623048285e-05,23668859,96,r,86%,93%,"After avenging the death of his wife and young son at the hands of a vicious gang leader, Max (Mel Gibson) drives the post-apocalyptic highways of the Australian outback, fending off attacks from nomadic tribes that prey on outsiders. Falling into an encampment led by the relatively peaceful Pappagallo (Mike Preston), Max at first schemes to steal their oil, but soon becomes the group's reluctant defender against the hulking Humungus (Kjell Nilsson) and his ruthless marauders.
            ","Aug 15, 2008"
1840,mad max beyond thunderdome,1985,"australia, united states of america",action,10000000,36230219,0.9999979299091528,75,2.070090847178883e-06,36230294,107,pg-13,49%,81%,"In the third of the ""Mad Max"" movies, Max (Mel Gibson) drifts into an evil town ruled by Turner. There he becomes a gladiator and gets dumped in the desert where he is rescued by a band of feral orphans who have been looking for help for years. When several of them take his appearance as a sign and go off into the desert, he follows them back to the town.
            ","Jul 1, 1985, Wide"
1841,mad max: fury road,2015,"australia,united states","action, adventure, sci-fi, thriller",150000000,153636354,0.4049067844458573,225800000,0.5950932155541427,379436354,120,r,86%,97%,"Years after the collapse of civilization, the tyrannical Immortan Joe enslaves apocalypse survivors inside the desert fortress the Citadel. When the warrior Imperator Furiosa (Charlize Theron) leads the despot's five wives in a daring escape, she forges an alliance with Max Rockatansky (Tom Hardy), a loner and former captive. Fortified in the massive, armored truck the War Rig, they try to outrun the ruthless warlord and his henchmen in a deadly high-speed chase through the Wasteland.
            ","May 15, 2015, Wide"
1842,madagascar 3: europe's most wanted,2012,united states of america,"family film, ""childrens/family"", adventure, animation, comedy",145000000,216391482,0.2897112313338661,530529792,0.7102887686661339,746921274,95,pg,72%,78%,"Animal pals Alex (Ben Stiller), Marty (Chris Rock), Melman (David Schwimmer) and Gloria (Jada Pinkett Smith) are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois (Frances McDormand) picks up their scent, Alex and company are forced to hide out in a traveling circus.
            ","Jun 8, 2012, Wide"
1843,madame web,2024,united states of america,"action, adventure, sci-fi, thriller",80000000,43817106,0.4359964665834099,56681658,0.56400353341659,100498764,116,pg-13,55%,11%,"In a switch from the typical genre, Madame Web tells the standalone origin story of one of Marvel publishing's most enigmatic heroines. The suspense-driven thriller stars Dakota Johnson as Cassandra Webb, a paramedic in Manhattan who develops the power to see the future... and realizes she can use that insight to change it. Forced to confront revelations about her past, she forges a relationship with three young women bound for powerful destinies... if they can all survive a deadly present.
            ","Feb 14, 2024, Wide"
1844,made,2001,united states of america,comedy,5000000,5308707,0.969439158811262,167353,0.0305608411887378,5476060,94,r,66%,70%,"A comedy about two hapless best friends who are plunged headlong into the world of organized crime. When Bobby (Jon Favreau) and Ricky (Vince Vaughn) accept a high-stakes delivery, the clueless duo is flown first-class to New York and thrust into the moneyed world of Ruiz (Sean Combs), a downtown Manhattan gangster. In a matter of hours, Ricky's delusions of grandeur unravel the entire operation and put both his and Bobby's lives in jeopardy.
            ","Jul 13, 2001, Wide"
1845,made in dagenham,2010,united kingdom,"history, biography, drama, comedy",8000000,1095369,0.086731186128065,11534102,0.9132688138719348,12629471,113,r,75%,80%,"Rita O'Grady (Sally Hawkins) works for the Ford Motor Co. plant in Dagenham, England. Despite performing the specialized task of sewing upholstery for car seats, women are classified as unskilled labor and paid much less than men. Encouraged by a sympathetic union representative, Rita agrees to bring the women's grievances to Ford. The meeting goes badly and, outraged by the company's lack of respect for them, Rita leads her colleagues to strike.
            ","Nov 19, 2010, Limited"
1846,made of honor,2008,"united states of america, united kingdom","romantic comedy, romance film, comedy",40000000,46012734,0.4318468230003813,60536004,0.5681531769996188,106548738,101,pg-13,55%,15%,"Always shy of commitment, Tom (Patrick Dempsey) lives as a serial dater. Hannah (Michelle Monaghan), his best friend, has wanted to marry and now has found Mr. Right -- just as Tom realizes he really loves Hannah. When she asks him to be in her bridal party, Tom seizes the opportunity to prevent the nuptials and woo her himself.
            ","May 2, 2008, Wide"
1847,madea's big happy family,2011,united states of america,"comedy-drama, drama, comedy",25000000,53345287,0.9849338882955274,816000,0.0150661117044726,54161287,106,pg-13,74%,37%,"When Shirley (Loretta Devine), Madea's niece, receives distressing news about her health, the only thing she wants is her family gathered around her. However, Shirley's three adult children (Shad ""Bow Wow"" Moss, Shannon Kane, Natalie Desselle-Reid) are too preoccupied with their own troubled lives to pay attention to their mother. It is up to Madea (Tyler Perry), with the help of rowdy Aunt Bam (Cassi Davis), to bring the clan together and help Shirley deal with her crisis.
            ","Apr 22, 2011, Wide"
1848,madea's family reunion,2006,united states of america,"comedy, drama, romance",10000000,63318000,0.9990126155517572,62581,0.0009873844482429,63380581,107,pg-13,93%,26%,"Southern matriarch Madea (Tyler Perry) has a lot on her plate. Her nieces have relationship troubles, and Madea has just been ordered by the court to become the guardian of a rebellious teenager named Nikki. Madea must keep the peace and keep her family together while simultaneously planning her clan's reunion.
            ","Feb 24, 2006, Wide"
